datetime,RH,Temp,Status
2022-12-24 08:54:49.480281,35.60234988937209,20.070572976272217,0
2022-12-24 08:55:19.489117,37.74013885709926,20.225452048523692,0
2022-12-24 08:55:49.497606,34.769207293812464,19.82757305256733,0
2022-12-24 08:56:19.501565,39.57122148470283,20.49248493171588,0
2022-12-24 08:56:49.506021,34.557106889448384,20.070572976272217,1
2022-12-24 08:57:19.515709,34.677653162432286,20.08392462043183,1
2022-12-24 08:57:49.518335,34.636453803311205,19.856946669718468,1
2022-12-24 08:58:19.520985,34.685282673380634,19.87029831387808,1
2022-12-24 08:58:49.528728,34.726482032501714,20.196078431372555,1
2022-12-24 08:59:33.682835,34.82413977264057,20.05722133211262,0
2022-12-24 09:00:03.690643,34.847028305485615,20.393682764934766,0
2022-12-24 09:00:33.693497,34.88364995803769,20.21210040436408,0
2022-12-24 09:48:14.804302,35.02403295948729,19.814221408407718,1
2022-12-24 09:53:14.806133,34.90959029526207,20.225452048523692,0
2022-12-24 09:58:14.815886,34.39688715953307,20.21210040436408,0
2022-12-24 10:03:14.818528,34.87907225146868,20.294880598153654,0
2022-12-24 10:08:14.819037,35.19951171129931,20.380331120775153,0
2022-12-24 10:13:14.829061,34.87907225146868,20.16937514305333,0
2022-12-24 10:18:14.831196,34.895857175555044,20.650034332799265,0
2022-12-24 10:23:14.834795,34.74937056534676,20.465781643396653,0
2022-12-24 10:28:14.838991,34.892805371175704,20.380331120775153,0
2022-12-24 10:33:14.845971,34.763103685053785,20.80491340505074,0
2022-12-24 10:38:14.850216,34.70359349965667,20.08392462043183,0
2022-12-24 10:43:14.859982,34.90959029526207,20.791561760891128,0
2022-12-24 10:48:14.868114,34.84092469672694,20.436408026245516,0
2022-12-24 10:53:14.869906,35.08049134050507,20.268177309834442,0
2022-12-24 10:58:14.875331,34.99198901350423,20.50583657587549,0
2022-12-24 11:03:14.877784,35.016403448538945,20.225452048523692,0
2022-12-24 11:08:14.884042,34.98741130693522,20.820935378042265,0
2022-12-24 11:13:14.886453,34.845502403295946,20.479133287556266,0
2022-12-24 11:18:14.891589,34.90196078431372,20.294880598153654,0
2022-12-24 11:23:14.893229,34.937056534676124,20.820935378042265,0
2022-12-24 11:28:14.896388,35.04234378576333,20.479133287556266,0
2022-12-24 11:33:14.900453,34.77683680476081,20.53521019302663,0
2022-12-24 11:38:14.906447,34.90043488212405,20.834287022201877,0
2022-12-24 11:43:14.910151,34.91569390402075,21.1306935225452,0
2022-12-24 11:48:14.917829,34.67307545586328,20.60463874265659,0
2022-12-24 11:53:14.921205,34.83329518577859,20.748836499580378,0
2022-12-24 11:58:14.927463,34.8378728923476,21.0452429999237,0
2022-12-24 12:03:14.931344,34.65934233615625,20.834287022201877,0
2022-12-24 12:08:14.932673,34.7875181200885,21.17341878385595,0
2022-12-24 12:13:14.941529,34.85465781643396,21.34431982909895,0
2022-12-24 12:18:14.949399,34.6669718471046,20.791561760891128,0
2022-12-24 12:23:14.952765,34.89738307774471,21.0452429999237,0
2022-12-24 12:28:14.956652,34.82871747920958,21.371023117418176,0
2022-12-24 12:33:14.964471,34.74631876096742,20.820935378042265,0
2022-12-24 12:38:14.965206,34.91569390402075,20.9597924773022,0
2022-12-24 12:43:14.965876,34.88212405584802,21.400396734569313,0
2022-12-24 12:48:14.966112,34.69443808651865,21.08796826123445,0
2022-12-24 12:53:14.971164,34.73105973907072,21.469825284199274,0
2022-12-24 12:58:14.974496,34.83634699015793,21.555275806820774,0
2022-12-24 13:03:14.979275,34.74479285877775,21.1306935225452,0
2022-12-24 13:08:14.982834,34.62272068360418,21.62470435645075,0
2022-12-24 13:13:14.985781,34.60288395513847,21.413748378728926,1
2022-12-24 13:18:14.994307,34.79514763103685,21.93713282978561,1
2022-12-24 13:23:15.001416,34.67154955367361,21.768902113374523,1
2022-12-24 13:28:15.010149,34.424353398947126,21.58197909514,1
2022-12-24 14:02:01.582506,32.970168612191955,22.588693064774546,0
2022-12-24 14:07:01.584791,33.11207751583123,22.503242542153046,0
2022-12-24 14:17:03.852124,32.91523613336385,22.575341420614947,0
2022-12-24 14:22:03.852311,33.19295033188372,22.78629739833677,0
2022-12-24 14:27:03.860907,33.224994277866784,22.901121538109408,0
2022-12-24 14:32:03.864270,32.974746318760964,22.631418326085296,0
2022-12-24 14:37:03.865204,33.2845044632639,22.815671015487908,0
2022-12-24 14:42:03.867699,33.29823758297093,22.377737087052722,0
2022-12-24 14:47:03.877346,33.44625009536888,22.588693064774546,0
2022-12-24 14:52:03.882074,33.32112611581597,22.78629739833677,0
2022-12-24 14:57:03.882350,33.4050507362478,22.404440375371948,0
2022-12-24 15:02:03.888211,33.41725795376516,22.545967803463796,0
2022-12-24 15:07:03.895926,33.53170061799038,23.08537422751202,0
2022-12-24 15:12:03.903972,33.62020294499123,23.141451132982382,0
2022-12-24 15:17:03.911070,33.394369420920114,22.70084687571527,0
2022-12-24 15:22:03.912954,33.40962844281681,22.618066681925697,0
2022-12-24 15:27:03.921522,33.52712291142137,23.19752803845273,0
2022-12-24 15:32:03.922325,33.42183566033417,22.887769893949795,0
2022-12-24 15:37:03.922828,33.563744563973444,23.168154421301594,0
2022-12-24 15:42:03.926734,33.59578850995651,23.253604943923094,0
2022-12-24 15:47:03.932988,33.60036621652552,22.618066681925697,0
2022-12-24 15:52:03.940793,33.839932860303655,22.68749523155566,0
2022-12-24 15:57:03.944348,33.97573815518425,22.815671015487908,0
2022-12-24 16:02:03.950173,33.85824368657969,22.377737087052722,0
2022-12-24 16:07:03.955896,34.20920119020371,22.588693064774546,0
2022-12-24 16:12:03.963495,34.348058289463644,22.631418326085296,0
2022-12-24 16:17:03.967347,34.5815213244831,22.815671015487908,0
2022-12-24 16:22:04.038172,34.57999542229343,22.714198519874884,0
2022-12-24 16:27:04.038591,34.58609903105211,22.460517280842296,0
2022-12-24 16:32:04.039161,34.86381322957198,22.532616159304197,0
2022-12-24 16:37:04.047200,34.718852521553366,22.292286564431222,0
2022-12-24 16:42:04.057366,34.6669718471046,22.26558327611201,0
2022-12-24 16:47:04.066770,34.95536736095216,22.447165636682698,0
2022-12-24 16:52:04.069169,35.020981155107954,22.519264515144584,0
2022-12-24 16:57:04.079009,34.95994506752117,22.74357213702602,0
2022-12-24 17:02:04.085020,34.83176928358892,22.049286640726336,0
2022-12-24 17:07:04.090109,35.014877546349275,22.674143587396046,0
2022-12-24 17:12:04.091343,35.08049134050507,22.246890974288547,0
2022-12-24 17:17:04.099640,34.94621194781414,22.447165636682698,0
2022-12-24 17:22:04.108022,34.96147096971084,22.420462348363472,0
2022-12-24 17:27:04.111828,34.978255893797204,22.177462424658586,0
2022-12-24 17:32:04.117271,34.938582436865794,22.009231708247512,0
2022-12-24 17:37:04.122522,34.87296864271,21.97985809109636,0
2022-12-24 17:42:04.132653,35.03471427481498,22.121385519188223,0
2022-12-24 17:47:04.141328,35.03776607919432,22.134737163347836,0
2022-12-24 17:52:04.219511,35.13084611276417,22.246890974288547,0
2022-12-24 17:57:04.220472,35.138475623712516,22.305638208590835,0
2022-12-24 18:02:04.225952,35.07438773174639,22.292286564431222,0
2022-12-24 18:07:04.323587,35.06981002517738,22.36438544289311,0
2022-12-24 18:12:04.330699,34.927901121538106,21.854352635996023,0
2022-12-24 18:17:04.335805,35.07133592736705,22.519264515144584,0
2022-12-24 18:22:04.341339,35.08354314488441,22.078660257877473,0
2022-12-24 18:27:04.349042,34.89738307774471,21.993209735255974,0
2022-12-24 18:32:04.358255,35.07438773174639,22.02258335240711,0
2022-12-24 18:37:04.366750,35.12016479743648,22.23353933012895,0
2022-12-24 18:42:04.369047,35.0942244602121,22.348363469901585,0
2022-12-24 18:47:04.374325,34.9431601434348,21.811627374685273,0
2022-12-24 18:52:04.382246,35.08506904707408,22.220187685969336,0
2022-12-24 18:57:04.385607,34.973678187228195,22.078660257877473,0
2022-12-24 19:02:04.395233,34.98283360036621,21.953154802777135,0
2022-12-24 19:07:04.400436,35.05149919890135,21.88105592431525,0
